mailingAddr1,bldAssessedVal
3117  COUNTY ROAD 14 1/2,36186
3025 BROADWAY APT 37,16159
3660 ASPEN CT,19972
2540 PINE ST,33090
2270 BLUEBELL AVE,33098
2930 DOVER DR,22774
520 AURORA ST,21524
3173 8TH ST,20720
3475 17TH ST,20298
2425 FOREST AVE,21898
1024 LINDEN DR,64670
2400 DARTMOUTH AVE,24039
1303 BASELINE RD,55091
245 ECHO PL,34069
3225 10TH ST,63521
3225 10TH ST,63521
2842 10TH ST,51111
2929 6TH ST,29046
690 11TH ST,74816
1638 GROVE ST,20123
5637 VANTAGE POINT RD,8660
2025 GRAPE AVE,17910
3023 WASHINGTON ST,30487
350 NORTON ST,28871
3220 ARNETT ST,19948
735 HIGHLAND AVE,68583
1349 NORTH ST,14949
390 S 68TH ST,31681
315 HARVARD LN,19582
3176 10TH ST,25193
RAWJER K SCHLOTTERBECK,35661
3018 13TH ST,18539
3025 8TH ST,75779
485 SUNNYSIDE LN,43207
2525 ARAPAHOE AVE UNIT E4 PMB 265,43780
1235 MEADOW AVE,28648
3040 15TH ST,21126
535 EVERGREEN AVE,119329
835 CIRCLE DR,86772
2465 GLENWOOD DR,17305
120 JUNIPER HILL RD NE,35820
1014 MAPLETON AVE,50196
2505 KOHLER DR,33902
2961 BROADWAY,91443
4159 VICASA DR,32047
838 NORTH ST,20513
2922 4TH ST,60114
444 CONCORD AVE,17225
2210 BALSAM DR,28298
2210 BALSAM DR,28298
1680 6TH ST UNIT 2,34228
1680 6TH ST UNIT 2,34228
3084 6TH ST,22662
3084 6TH ST,22662
32156 FOX RUN LN,15602
416 ARAPAHOE,44488
340 NORTON ST,27757
766 10TH ST,28576
3882 WONDERLAND HILL AVE,38224
3245 4TH ST,34109
2115 DWIGHT LN,25392
2010 HERMOSA DR,36027
1095 OLD WOODBINE RD,23482
909 14TH ST,15920
1453 COUNTY RD 83,19900
PO BOX 771143,12227
2912 4TH,50554
321 ST CHARLES AV,23371
1650 HIGH ST,28568
1375 WALNUT ST. SUITE 10,13134
2931 7TH ST,34530
3260 20TH ST,21054
2270 FLORAL DR,21285
2910 LORRAINE CT,15490
PO BOX 1169,27207
PO BOX 1397,13612
1400 OAK CIR,24111
1938 PEARL ST,16356
3355 FOLSOM ST,16891
1365 MEADOW AVE,22089
603 PEARL ST,25950
1510 5TH ST,19359
2950 5TH ST,73877
3090 5TH ST,67652
520 MAXWELL AVE,27812
975 NORTH ST #201,218196
JOHN ROBERT BRICE,18762
41 BRISTOL GREEN,60655
2056 MAPLETONE AVE,50427
823 12TH ST,51581
625 MAPLETON AVE,74744
515 MAPLETON AVE,35135
1340 MEADOW AVE,29681
2211 NICHOLL ST,17568
2447 20TH ST,15920
3110 14TH ST,49623
3777 WONDERLAND HILL AVE,39593
PO BOX 2066,22646
125 BELLEVUE DR,39832
1539 PEARL ST,23180
1453 MACGREGOR LN,15705
500 IRIS AVE,17329
3485 17TH ST,24907
3150 19TH ST,16039
PO BOX 0967,17154
2865 S ZURICH CT,18770
750 14TH ST,42984
2636 4TH ST,23522
3140 3RD ST,36497
650 HAWTHORN AVE,17520
543 MARINE ST,44672
470 UNIVERSITY AVE,25472
2425 PANORAMA AVE,30216
2865 ELM AVE,15586
150 S LASHLEY LN,12250
1150 HAWTHORN AVE,25400
924 WESTWOOD BLVD STE 600,73129
3045 24TH ST,18905
2619 SPRUCE ST,36656
2505 TOPAZ DR,87162
819 SPRUCE ST,71369
205 E 6TH ST,40206
230 30TH ST,22797
6658 GUNPARK DR SUITE 102,23307
1500 ALPINE AVE,18069
3161 7TH ST,39903
1655 HIGH ST,68034
5923 S ELM CT,23808
505 DELLWOOD AVE,49177
525 DELLWOOD AVE,46208
765 15TH ST,59199
PO BOX 1807,11144
1010 GRAPE AV,18220
2525 ARAPAHOE AVE UNIT E4 PMB 444,38208
602 22ND ST,24899
801 JUNIPER AVE,24222
1601 REDWOOD AVE,22670
2861 20TH ST,18037
305 27TH ST,12704
2920 JEFFERSON ST,13930
2475 JUNIPER AVE,26499
2495 JUNIPER AVE,21993
1711 HAWTHORN AV,23816
335 NORTON ST,32166
17 BENTHAVEN PL,39004
3385 19TH ST,19693
2617 BROADWAY,246790
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
4420 W CAMINO PINTERESCO,238004
2283 NICHOLL ST,16724
2959 5TH ST,28560
3110 20TH ST,18809
851 EUCLID AVE,16971
2260 MARIPOSA AV,25950
901 GILBERT ST,20051
2330 DARTMOUTH AVE,25878
2029 COLUMBINE AVE,3980
325 FOXTAIL CT,23379
1577 NORTH ST,26332
3055 11TH ST,37531
924 8TH ST,19797
530 CONCORD AVE,41137
PO BOX 791,31522
2453 7TH ST,17273
2305 FOREST AVE,18045
860 AURORA AVE,21938
4255 EATON CT,22105
2612 SHERWOOD CIR,25321
2610 LLOYD CIR,20131
PEGLAR VICTORIA D,30304
1220 CEDAR AVE,15920
2030 MAPLETON AVE,40636
2755 6TH ST,26523
2200 FLORAL DR,24835
2200 FLORAL DR,24835
3115 5TH ST,36178
970 LINCOLN PL,31991
2100 BASELINE RD,22248
2100 BASELINE RD,22248
9005 E KALIL DR,15602
1000 EVERGREEN AVE,33424
3059 6TH ST,41941
1391 ALPINE,19502
3060 10TH ST,21142
3040 5TH ST,39800
4383 APPLE CT,27422
ELIZABETH ANN PATTERSON,39927
1014 KALMIA AVE,51167
839 13TH ST,20155
1540 ZAMIA AVE UNIT 201,42435
PO BOX 1104,112913
2345 BLUFF ST,42928
3085 ASH AV,15028
4475 51ST ST,17114
7550 OLIVETAS AVE UNIT 316,41392
2201 PEARL ST #6,14217
3209 S GREGG CT,19887
1911 11TH ST STE 107,28282
1089 GILBERT ST,33830
2575 FOREST AVE,9958
2125 8TH ST,70526
3025 3RD ST,37484
3130 JEFFERSON ST,20210
129 FOX HAVEN DR,38455
JESSE ALAN,13110
415 DRAKE ST,36696
1985 BALSAM DR,92949
1750 30TH ST #212,30152
440 JUNIPER AVE,51525
989 FOREST AVE,34928
922 12TH ST,30248
2881 20TH ST,16350
544 MARINE ST,69841
7076 INDIAN PEAKS TRAIL,18881
522 PINE ST,165305
3150 11TH ST,21365
1777 BROADWAY,
727 PEARL ST,30821
2645 5TH ST,33265
1916 SPRUCE ST,20298
2926 16TH ST,18324
2030 GRAPE AVE,18794
2030 GRAPE AVE,18794
475 DUNNINGTON DR,15920
PO BOX 226,57710
380 NORTON ST,35581
750 12TH ST,26125
750 12TH ST,26125
503 22ND ST,24007
UNIV OF CO OFFICE OF BUSINESS,
3625 CLOVERLEAF DR,20513
2020 EDGEWOOD DR,16907
1050 ARAPAHOE AVE,22304
2230 16TH ST,35032
745 PINE ST,34968
4702 CALLE REINA,12346
PO BOX 4368,48620
PO BOX 4368,48620
130 31ST ST,12155
3075 9TH ST,21197
1730 LOMBARDY DR,21516
900 BASELINE RD,30805
650 LASHLEY LN,178224
924 WESTWOOD BLVD #600,66211
1200 28TH ST # 100,261406
2410 GLENWOOD DR,20147
PO BOX 7250,744314
437 MOUNTAIN VIEW RD,82386
PO BOX 242,20067
5398 PAPAI ST,41886
607 NORTH ST,23705
PO BOX 826,
2990 JEFFERSON ST,45157
828 SPRUCE ST,31840
4865 RIVERBEND RD STE 201,70207
3165 ARNETT ST APT 3,47887
2525 ARAPAHOE AVE UNIT E4 PMB 444,40222
7010 INDIAN PEAKS TR,27860
7010 INDIAN PEAKS TR,27860
3895 SPRING VALLEY RD,27860
3895 SPRING VALLEY RD,27860
590 NORTHSTAR CT,32238
348 ARAPAHOE AVE,36974
2209 4TH ST,44361
VALERIE A STERLING,62884
2880 21ST ST,22774
2957 11TH ST,32334
4720 HARRISON AVE,15522
2110 BASELINE RD,18937
845 PARK LN,55808
502 MAPLETON AVE,87560
2436 7TH ST,26149
3715 BROADWAY ST,9950
2248 NICHOLL ST,23084
3675 ASPEN CT,22877
2625 6TH ST,29969
772 16TH ST,32755
3077 6TH ST,43334
2120 IRIS AVE,20019
3930 17TH ST,19502
3095 17TH ST,24079
245 30TH ST,15227
1890 ELDER AVE,20059
10378 S LIONS PATH,13771
3055 5TH ST,32222
1000 BAINS LANE,198005
740-742 ALPINE AVE,19757
2873 6TH ST,79202
2970 18TH ST,19001
737 8TH ST,18706
1053 COTTONWOOD CR,17703
540 DEWEY AVE,15227
610 NORTH ST,30773
3055 10TH ST,11876
243 BAY ST UNIT B,16708
1406 KALMIA AVE,22981
2905 DARTMOUTH AVE,21134
115 HAWK LN,28736
2440 DARTMOUTH AVE,26817
355 17TH ST,28927
290 29TH ST,12640
290 29TH ST,12640
2213 MAPLETON AVE,43446
2905 STANFORD AVE,25472
1107 JUNIPER AVE,55434
2829 14TH ST,46088
2829 14TH ST,46088
1230 - 1232 DEAN PL,20298
860 19TH ST,25870
860 19TH ST,25870
CAMPUS # B-24,
529 UNIVERSITY AVE,31864
801 JUNIPER AV,56038
3182 9TH ST,40978
6310 SIMMONS DR,17814
U OF CO FOUNDATION INC,
3115 6TH ST,47728
700 GRANT PL,33034
835 IRIS AV,17289
2200 IRIS AVE,28099
65 S COLORADO BLVD,1653
756 18TH ST,22702
2955 DOVER DR,20553
2237 MARIPOSA AVE,22638
628 1/2 CAMINO DE LA LUZ,16788
630 NORTH ST,16636
614 NORTH ST,23896
815 ALPINE AV UNIT 1,26984
416 PEARL ST,35390
320 31ST ST,12521
3836 WONDERLAND HILL AVE,41543
2361 OGDEN ST,23355
1420 PEARL ST STE 200,1487207
1539 PEARL ST,0
1539 PEARL ST,0
1539 PEARL ST,0
2505 KENWOOD DR,22519
375 28TH ST,11001
3023 7TH ST,27446
961 GAPTER RD,11048
764 9TH ST,26507
1845 MAPLETON AVE,27064
632 UNIVERSITY AVE,25241
1715 GARLAND LN,20839
710 QUINCE CIRCLE,18754
1819 WALNUT ST,11208
605 MEADOWBROOK DR,22813
2035 ALPINE DR,54813
5694 MISSION CENTER RD STE 602,2983926
5694 MISSION CENTER RD STE 602,2983926
6500 ARAPAHOE,
6500 ARAPAHOE,
3038 4TH ST,30304
2011 PINE ST,24254
2003 PINE ST,23681
2003 PINE ST,23681
2820 19TH ST,15928
912 JUNIPER AVE,57368
3155 24TH ST,16095
716 SPRUCE ST,42268
PO BOX 624,35024
1201 6TH ST,26244
3024 5TH ST,36186
965 10TH ST,15124
3515 CLOVER CR,27160
1708 HILLSIDE RD,24963
1574 NORTH ST,16509
1885 KOHLER DR,44369
3007 10TH ST,75365
2050 GRAPE AVE,17584
2985 13TH ST,15809
1001 GRANT PL,19239
3560 CATALPA WY,20409
603 PEARL ST,71369
3030 S MADISON AVE,15992
550 BOWIE ST,29348
3060 5TH ST,50546
3115 24TH ST,15434
1675 28TH ST,124439
905 LINCOLN PL,29611
710 MARINE ST,26976
1329 5TH ST,48357
2245 16TH ST,24533
2122 GOSS ST W,19534
55 OLIVE CT,24565
774 GRANT PL,19526
774 GRANT PL,19526
890 WILLOWBROOK RD,18515
403 MOUNTAIN VIEW RD,37969
2130 ARAPAHOE AVE,301084
HALLETT HALL 85,50315
P.O. BOX 150218,1922642
801 MAXWELL AV,29579
1465 ALPINE AVE,21516
1011 16TH ST,250141
515 VALLEY VIEW DR,22909
PO BOX 18261,13484
1960 KOHLER DR,35979
3015 23RD ST,18212
2012 MAPLETON AVE,38717
2585 BALSAM DR,26666
630 COLLEGE AVE,228984
PATRICIA C BOOZELL 1/3,13214
6658 GUNPARK DR SUITE 102,62637
1400 28TH ST STE 4,128934
1420 28TH ST # 100,128006
1526 SPRUCE ST STE 201,377783
1731 HAWTHORN AVE,25830
2003 BLUFF ST,24509
3005 REGIS DR,22774
502 HIGHLAND AVE,93379
2366 KEYSTONE CT,17409
2045 MAPLETON AVE,36847
640 DEWEY AVE,21946
904 SAINT STEPHENS RD,19223
2850 DARTMOUTH AVE,19940
3015 ASH AVE,13166
971 6TH ST,42666
340 31ST ST,16031
873 9TH ST,21938
4903 EARLSTON DR,12601
3468 HARRISON AVE,23124
2324 BLUFF ST,24835
2324 BLUFF ST,24835
2605 5TH ST,24740
5492 PUEBLO PL,19502
BRAD M OSULLIVAN,18985
7076 INDIAN PEAKS TRL,37611
104 SANDBROOK HQ RD,17265
1136 PEARL ST STE 201,45770
3518 KIRKWOOD PL,28847
2295 GRAPE AVE,32469
3055 5TH ST,33965
2375 PANORAMA AVE,27335
2120 BLUFF ST,40668
2345 BALSAM DR,52655
730 6TH ST,42984
941 GRANT PL,36696
420 HIGHLAND AVE,63019
2921 LORRAINE CT,16390
1695 IRIS AVE,23641
1695 IRIS AVE,23641
6 MIRANDA,22216
626 MAPLETON AVE,29213
3034 7TH ST,72340
2205 BALSAM DR,18738
3232 8TH ST,29165
1928 6TH ST,41257
1564 BISON DR,26390
444 HIGHLAND AVE,77928
431 ARAPAHOE AVE,49264
11029 WEST BEAR CREEK DR,12672
1528 GROVE ST,20258
625 14TH ST,71266
814 13TH ST,22853
497 KALMIA AVE,29293
2530 5TH ST,23753
CHARLES L KNAPP,23379
1921 CEDARWOOD PLACE,20067
1921 CEDARWOOD PLACE,20067
2720 14TH ST,18069
8473 W FORK RD,20051
1726 PINE ST,21030
3158 11TH ST,22606
3035 11TH ST,33623
3075 11TH ST,46502
2041 EVERGREEN AVE,15753
2081 EVERGREEN AVE,16740
4065 15TH ST,19008
2095 DARTMOUTH AVE,23824
620 JUNIPER AVE,94963
2954 3RD ST,4609
1505 NORWOOD AVE,21094
3073 8TH ST,28720
3101 7TH ST,22901
442 MARINE ST,35677
2828 30TH ST,10348
JOHN PAUL HARRIS,21325
422 ALPINE AVE,4060
1429 NORTH ST,17910
ATTN REAL ESTATE DEPARTMENT,13659
5337 PINE VALLEY CT,68273
4475 51ST ST,17114
1450 LODGE LN,26390
2992 23RD ST,17225
3434 47TH ST STE 110,8262
2953 14TH ST,17950
425 DRAKE,42498
1350 CASCADE AVE,42387
2060 KOHLER DR,48222
2060 KOHLER DR,48222
1401 LODGE LN,22407
1335 OAK CT,23187
1335 OAK CT,23187
460 COLLEGE AVE,56715
2805 REGIS DR,32970
3023 JEFFERSON ST,19430
2410 JASPER CT,22073
1910 PINE ST,21182
1527 WAVERLEY ST,18706
1285 LINDEN AV,20632
401 PINE ST,177269
3580 4TH ST,39402
825 DELLWOOD AVE,33910
1669 NORTH ST,17568
3076 9TH ST,34363
GENE C HILTON,27263
2544 MAPLETON AVE,14726
1033 KALMIA AVE,37268
2830 20TH ST,17838
775 14TH ST,33774
4155 47TH ST,20218
2699 5TH ST,68695
1106 CASCADE AVE,47760
728 12TH ST,32135
1512 WILLIAMS AVE,18173
1425 BELLEVUE DR,36544
3120 6TH ST,25870
916 14TH ST,29571
916 14TH ST,29571
3525 COPPER ST,22758
519 CONCORD AVE,26547
2693 4TH ST,74593
2236 17TH ST,51151
3295 19TH ST,15426
3295 19TH ST,15426
40 SANDY DR,3625
3160 4TH ST,35096
1125 GRAPE AVE,22527
2841 20TH ST,17456
1805 KING AVE,27693
1020 S GILPIN ST,12593
1741 HAWTHORN AVE,26348
1936 BLUFF ST,46327
540 PLEASANT ST,25074
355 GRAPE LN,25894
544 MARINE ST,23442
1665 DOGWOOD LN,20163
1425 SIERRA DR,38232
458 MARINE ST,46526
2960 13TH ST,17727
2245 15TH ST,33727
1400 KALMIA AVE,16391
PO BOX 19995,129694
900 BASELINE RD,35024
900 BASELINE RD,87560
900 BASELINE RD,57710
900 BASELINE RD,159
900 BASELINE RD,20059
900 BASELINE RD,18308
900 BASELINE RD,24756
900 BASELINE RD,14567
900 BASELINE RD,28974
900 BASELINE RD,26268
900 BASELINE RD,25552
900 BASELINE RD,21333
900 BASELINE RD,20139
900 BASELINE RD,21333
900 BASELINE RD,21094
900 BASELINE RD,23482
900 BASELINE RD,21253
900 BASELINE RD,52854
900 BASELINE RD,21253
900 BASELINE RD,20139
900 BASELINE RD,31522
900 BASELINE RD,21014
900 BASELINE RD,21253
900 BASELINE RD,23800
900 BASELINE RD,21253
900 BASELINE RD,14567
900 BASELINE RD,12975
900 BASELINE RD,21651
900 BASELINE RD,13930
900 BASELINE RD,21094
900 BASELINE RD,28417
900 BASELINE RD,23084
900 BASELINE RD,12895
900 BASELINE RD,12975
900 BASELINE RD,16796
900 BASELINE RD,21810
900 BASELINE RD,17671
900 BASELINE RD,12975
900 BASELINE RD,12975
900 BASELINE RD,24198
900 BASELINE RD,29134
900 BASELINE RD,17671
900 BASELINE RD,15283
900 BASELINE RD,17830
900 BASELINE RD,16159
900 BASELINE RD,17830
900 BASELINE RD,17671
900 BASELINE RD,24119
900 BASELINE RD,21810
900 BASELINE RD,24119
900 BASELINE RD,14567
900 BASELINE RD,20139
900 BASELINE RD,22447
900 BASELINE RD,29611
900 BASELINE RD,36059
900 BASELINE RD,25392
900 BASELINE RD,26348
900 BASELINE RD,32477
1830 CEDAR AVE,22328
924 WESTWOOD BLVD STE 600,91588
PO BOX 2335,21285
1545 SUNSET BLVD,55720
3171 4TH ST,29699
7076 INDIAN PEAKS TRAIL,13842
3179 6TH ST,26021
469 RIDGE LANE,30646
3095 ASH AVE,13667
403 MOUNTAIN VIEW RD,69467
2414 KEYSTONE CT,21484
1315 ELDER AVE,19765
1020 6TH ST,19709
2005 10TH ST STE D,819743
2005 10TH ST STE D,511386
933 ALPINE AVE,209264
1928 BASELINE RD,29181
243 SUMMIT TRL,38455
1603 4TH ST,43931
1603 4TH ST,43931
1740 DEER VALLEY RD,29516
PO BOX 791,
3045 9TH ST,51191
761 CASCADE AVE,41145
1727 MAPLETON AVE,45245
JANET MEYER,30367
1585 DELLWOOD AVE,16159
883 13TH ST,36616
2820 CORDRY CT,12163
3775 23RD ST,21476
312 E BUFFALO UNIT 300,32795
312 E BUFFALO UNIT 300,32795
1319 S FILLMORE ST,20465
2210 BALSAM DR,7490
315 31ST ST,16971
2020 HERMOSA DR,22033
1425 ALPINE AVE,19088
1006 6TH ST,27796
2400 FOREST AVE,17878
2775 15TH ST,17902
3340 BROADWAY,15832
3340 BROADWAY,15832
3340 BROADWAY,15832
350 BRODERICK ST APT 400,15419
635 CONCORD AVE,34626
2424 5TH ST,42666
3167 7TH ST,38288
2950 STANFORD AVE,24135
420 CHRISTMAS TREE DR,12338
1730 COLUMBINE,44074
1081 8TH ST,37635
1081 8TH ST,37635
2955 WASHINGTON ST,21094
861 GRANT PL,26674
1540 COLUMBINE AVE,33432
KEITH HARTNETT,16063
2097 BALSAM DRIVE,33034
3155 20TH ST,21174
836 9TH ST,26411
1130 ALPINE AVE,40055
970 GRANT PL,28131
766 GRANT PL,33615
3055 STANFORD AVE,32556
550 SPRUCE ST,16796
2820 N 7TH ST,27677
2820 N 7TH ST,27677
630 COLLEGE AVE,10348
1460 QUINCE AVE S104,17138
2535 GLENWOOD DR,16939
76 CHERRYVALE RD,10428
MCCARTHY LIVING TRUST,30734
1100 28TH AVE 100,87656
1625 KALMIA AVE,22662
1011 SPRUCE ST,44576
744 7TH ST,33090
1380 19TH ST,
1719 MAPLETON AVE,52775
3120 11TH ST,43470
1603 OAKWOOD AVE UNIT B,20330
PO BOX 3361,10746
PO BOX 3361,10746
2575 SPRUCE ST,112288
824 7TH ST,32779
824 7TH ST,32779
7372 WINDSOR TRL,64962
PO BOX 471,151741
1339 NORTH ST,18626
1063 MAPLETON AVE,44178
1847 PINE ST,22129
1475 CHESTNUT PL,33567
2344 MAPLETON AVE,23394
1331 ARAPAHOE AVE,11661
390 27TH ST,15514
627 N LAKE ST,12235
25 BRISTLECONE WY,41798
1009 LINCOLN PL,25098
6422 WILLOUGHBY DR,35621
270 29TH ST,13325
3244 6TH ST,18236
PO BOX 633,61133
PO BOX 4655,768558
1690 LINDEN AV,18459
2945 13TH ST,25679
3307 4TH ST,35055
2455 SPOTSWOOD PL,14232
1665 LOMBARDY DR,21420
3000 15TH ST,35812
2915 MOORHEAD AVE,11717
EDWARDS,39338
2022 HERMOSA DR,23259
1051 10TH ST,23880
1539 PEARL ST,146965
1539 PEARL ST,146965
1539 PEARL ST,146965
2275 NICHOLL ST,18499
2991 25TH ST,15856
470 JUNIPER AV,54430
2227 8TH STREET,
2227 8TH ST,120674
2115 13TH ST,
2129 13TH ST,101616
330 PEARL ST,118610
2998 LOMA PL,42984
705 IRIS AVE,23124
265 31ST ST,20696
3100 24TH ST,19080
1812 IRIS AV,20760
3142 5TH ST,66442
2350 JASPER CT,17520
2350 JASPER CT,17520
420 PINE ST,81797
104 SANDBROOK HQ RD,32461
104 SANDBROOK HQ RD,32461
909 MAPLETON AVE,64874
909 MAPLETON AVE,64874
2035 MESA DR,21890
638 PLEASANT ST,22543
747 10TH ST,24764
440 JAPONICA WAY,31951
BRENDA ELIZABETH LEE,31394
1590 ABILENE DR,44370
119 CEDAR ST,33591
897 CHERRYVALE RD,18125
920 10TH ST,29946
2800 17TH ST,25082
2433 PINE ST,30941
2433 PINE ST,30941
620 HIGHLAND AVE,43032
2075 GRAPE AVE,18252
2223 MEAD DR,81345
2840 19TH ST,15920
2940 17TH ST,18396
8395 SE 53RD PL,38534
2804 3RD ST,31601
2135 KING AVE,31522
GUY FORD CRAIG & CAROLE ANN CRAIG TSTEES,18913
6927 JAY RD,17082
2715 ELM AVE,17615
3000 JEFFERSON ST,28632
3020 13TH ST,22853
615 THERESA DR,49742
PO BOX 1799,2945
1720 SPRUCE ST,30224
590 NORTHSTAR CT,15220
3308 4TH ST,47848
2121 MESA DR,21834
101 CONVENTION CENTER DR STE 850,118922
3330 HEMLOCK PL,18308
3690 S JOPLIN ST,17177
2955 MOOREHEAD,11924
4430 ARAPAHOE AVE 205,449645
1535 PEARL ST,214948
407 MARIN AVE,24143
3930 17TH ST,23490
385 30TH ST,12744
780 8TH ST,49312
780 8TH ST,49312
4856 VALHALLA DR,22368
1829 MAPLETON AVE,33209
MELDA WYATT ADAMS GARFIELD,27064
1811 BLUFF ST,36616
1980 GRAPE AVE,18348
633 MAXWELL AVE,32739
2145 KOHLER DR,26897
3552 KIRKWOOD PL,41105
2510 GRAPE AVE,19844
840 6TH ST,67915
138 WILDCAT LN,22216
2002 SPRUCE ST,28242
2002 SPRUCE ST,28242
1507 NORTH ST,25249
2315 BALSAM DR,43780
1121 SCOTT AVE,1040723
1121 SCOTT AVE,1040723
1121 SCOTT AVE,1040723
285 ABBEY PL,51159
1121 SCOTT AVE,
1121 SCOTT AVE,
1121 SCOTT AVE,
603 PEARL ST,14726
PO BOX 31,22009
605 20TH ST,26379
3503 CATALPA WY,31044
PO BOX 214,20445
1377 LINDEN DR,31668
1478 ALPINE AVE,17974
1531 DELLWOOD AVE,67182
3115 FREMONT,22431
1458 ALPINE AVE,23283
3131 WASHINGTON ST,16390
1370 RIVERSIDE AV,22726
1795 LOMBARDY DR,28258
170 S 31ST ST,9393
1753 COLUMBINE AVE,31362
3211 7TH ST,48102
1450 BALSAM AVE,22057
1450 BALSAM AVE,22057
256 N DOVER CT,17894
1708 13TH ST,27231
260 BELLEVUE DR,32652
2200 BROADWAY ST,
1100 28TH ST SUITE 100,210816
1050 ARAPAHOE AVE,9950
1100 RED ROSE LN,16819
846 16TH ST,20401
820 15TH ST,11829
1228 7TH ST,45340
1725 GARLAND LN,27152
2741 4TH ST,26968
1291 S WINTERHAVEN DR,61515
450 MARINE ST,41472
3344 14TH ST,21166
2299 PEARL ST,622079
3080 PENNSYLVANIA AVE,20218
2995 REGIS DR,24119
811 MAPLETON AVE,81168
745 15TH ST,25695
2339 9TH ST,26348
828 9TH ST,17695
937 15TH ST,24238
325 COLGATE ST,23180
1401 MARIPOSA AVE,72675
2131 BLUEBELL AVE,51446
2131 BLUEBELL AVE,51446
504 MARINE ST,68695
PO BOX 1181,27581
544 MARINE ST,26817
515 JUNIPER AVE,30574
PO BOX 791,
2800 CORDRY CT,13102
978 GRANT PL,27948
525 21ST ST,16796
2263 FENTON ST,20712
2560 KENWOOD DR,32341
595 NORTHSTAR CT,38335
645 HIGHLAND AVE,35955
2335 PANORAMA AV,44791
PO BOX 25,29850
2310 GRAPE AVE,21619
2060 FLORAL DR,20457
3038 4TH ST,11224
3555 COPPER ST,23546
3145 REPPLIER ST,17170
2385 PANORAMA AVE,32724
49 CABLE ROADWAY,24358
33611 HALYARD DR,30511
601 COQUINA LN,21938
1180 HAWTHORN AVE,18993
2029 BLUFF ST,4378
3100 DOVER DR,20171
3100 DOVER DR,20171
429 HIGHLAND AVE,28600
3120 3RD ST,35470
851 15TH ST,18053
851 15TH ST,18053
2430 20TH ST,29206
2112 BLUFF ST,23880
2820 10TH ST,35581
3560 CLOVERLEAF DR,21221
3560 CLOVERLEAF DR,21221
860 AURORA AV,34284
1359 NORTH ST,15291
961 LINCOLN PL,21890
"1100  28TH ST., SUITE 100",63656
1660 KALMIA AVE,20935
3570 CLOVERLEAF DR,22829
NICHOLAS M SUTCLIFFE  REVOCABLE TRUST,32469
2442 BLUFF ST,31904
2442 BLUFF ST,31904
2815 5TH ST,27152
1709 LOS ALTOS DR,21747
115 ST THOMAS WY,25472
2013 MAPLETON AVE,56198
2958 7TH ST,22001
2958 7TH ST,22001
1920 MAPLETON AVE,34873
TRAVERS,17584
2595 HAWTHORN AVE,23530
2595 HAWTHORN AVE,23530
4973 FRANKLIN DR,17249
1920 4TH ST,796
P O BOX T,117218
65 BELLEVUE DR,71950
1630 WILSON CT,26833
6443 W 86TH PL,22312
2110 MEADOW AVE,59143
651 12TH ST,35732
3045 18TH ST,18499
1100 28TH ST STE 100,21739
810 HAWTHORN AVE,45826
2965 WASHINGTON ST,26268
3050 BROADWAY STE 206,23482
2424 CANYON BLVD #110,23880
3355 13TH ST,30638
838 SPRUCE ST,52807
3225 6TH ST,39299
2409 5TH ST,96006
1630 30TH ST #252,31458
427 CANYON BLVD,33177
608 JUNIPER HILLS RD,33559
3151 6TH ST,51875
PO BOX 120,12736
401 18TH ST,49479
2925 17TH ST,19207
1140 US 287 #400-290,39800
1509 CASCADE AVE,32548
1020 MAPLETON AVE,23880
2939 10TH ST,20752
2939 10TH ST,20752
12 GROVE AVE,20847
2905 5TH ST,71521
PO BOX 791,
945 UNIVERSITY AVE,32278
PO BOX 1014,21683
1880 BLUEBELL AVE,29747
919 PENNSYLVANIA ST,25623
2220 16TH ST,27860
815 CIRCLE DR,133330
245 MONTECITO AVE APT 206,15251
245 MONTECITO AVE APT 206,15251
3110 FREMONT STREET,17751
3186 8TH ST,48317
3048 9TH ST,22742
2945 16TH ST,17313
1330 CEDAR AVE,17416
1000 CARLISLE AVE,24923
525 MAPLETON AVE,55441
3124 6TH ST,42849
2856 ELM AVE,12075
2065 DARTMOUTH AVE,26825
1843 23RD ST,14806
1843 23RD ST,14806
1843 23RD ST,14806
818 UNIVERSITY AVE,45348
961 6TH ST,27956
PO BOX 1877,12171
